epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
163,791.549,1.78987,1.06706,0.94294,0.83526,0.60904,0.71435,0.33552,1.97283,1.10282,0.9918,0.00067924,0.00067924,0.00067924
164,796.285,1.72536,1.03647,0.94682,0.83104,0.62645,0.73281,0.34117,1.99352,1.07853,0.99652,0.00067726,0.00067726,0.00067726
165,801.465,1.73941,1.04768,0.94577,0.86456,0.63083,0.74136,0.34765,1.95862,1.09682,0.99436,0.00067528,0.00067528,0.00067528
166,806.281,1.74382,1.06716,0.9477,0.8543,0.60648,0.71943,0.32925,2.00859,1.12021,1.00033,0.0006733,0.0006733,0.0006733
167,811.038,1.72395,1.04151,0.93333,0.84063,0.60692,0.72653,0.34149,1.98566,1.08669,0.99518,0.00067132,0.00067132,0.00067132
168,815.741,1.68855,1.03789,0.94135,0.82743,0.61701,0.71834,0.3396,1.97527,1.10546,0.99514,0.00066934,0.00066934,0.00066934
169,820.699,1.74504,1.03067,0.93003,0.857,0.62402,0.74269,0.34545,1.97202,1.0965,0.99245,0.00066736,0.00066736,0.00066736
170,825.444,1.76397,1.08665,0.94686,0.82446,0.63148,0.7306,0.34111,1.97614,1.09947,0.9916,0.00066538,0.00066538,0.00066538
171,830.223,1.73598,1.04934,0.94148,0.84236,0.62562,0.7288,0.34644,1.96116,1.09785,0.99181,0.0006634,0.0006634,0.0006634
172,834.996,1.70489,1.01941,0.92965,0.84639,0.61637,0.73113,0.34534,1.94979,1.08609,0.9902,0.00066142,0.00066142,0.00066142
173,839.942,1.71217,1.02996,0.93025,0.87052,0.6216,0.7365,0.33965,1.98267,1.1025,0.99182,0.00065944,0.00065944,0.00065944
174,844.695,1.70155,1.03007,0.93482,0.85263,0.6232,0.74577,0.3536,1.94961,1.08141,0.98927,0.00065746,0.00065746,0.00065746
175,849.59,1.70576,1.01436,0.92497,0.86722,0.62455,0.74873,0.35266,1.95898,1.07913,0.9881,0.00065548,0.00065548,0.00065548
176,854.513,1.75188,1.05377,0.93903,0.86362,0.61961,0.7301,0.34554,1.96969,1.08863,0.98461,0.0006535,0.0006535,0.0006535
177,859.219,1.70166,1.06281,0.94135,0.81749,0.59891,0.72166,0.31517,2.06172,1.13941,1.00352,0.00065152,0.00065152,0.00065152
178,863.99,1.69493,1.03398,0.92997,0.8408,0.64674,0.74623,0.35142,1.94616,1.08466,0.98853,0.00064954,0.00064954,0.00064954
179,868.847,1.69019,1.01821,0.93129,0.83022,0.61887,0.72545,0.34242,1.96469,1.1042,0.99183,0.00064756,0.00064756,0.00064756
180,873.642,1.69626,1.01477,0.94877,0.85361,0.62866,0.7474,0.3569,1.92686,1.0863,0.98522,0.00064558,0.00064558,0.00064558
181,878.599,1.69654,1.02771,0.92838,0.86417,0.64974,0.76006,0.35305,1.93743,1.07115,0.98396,0.0006436,0.0006436,0.0006436
182,883.404,1.68011,1.0152,0.93257,0.88317,0.61169,0.73055,0.34807,1.93121,1.08805,0.98699,0.00064162,0.00064162,0.00064162
183,888.34,1.67303,1.00255,0.93308,0.89104,0.59722,0.74191,0.35101,1.9447,1.09255,0.98796,0.00063964,0.00063964,0.00063964
