               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  93,            0.071327,            0.013218,            0.007846,             0.85842,             0.49034,             0.53651,             0.22628,            0.063608,            0.011175,            0.002897,           0.0080682,           0.0080682,           0.0080682
                  94,            0.073808,             0.01275,           0.0082023,             0.84886,             0.49875,             0.54856,             0.21903,             0.06384,             0.01091,           0.0028788,           0.0080294,           0.0080294,           0.0080294
                  95,            0.071766,            0.013561,           0.0078263,              0.8295,             0.45827,               0.515,             0.21727,            0.063839,            0.011399,           0.0026629,           0.0079903,           0.0079903,           0.0079903
                  96,            0.075445,            0.013493,           0.0088096,             0.87928,              0.4839,             0.53663,             0.22253,            0.064113,            0.011218,           0.0030407,           0.0079509,           0.0079509,           0.0079509
                  97,            0.072464,            0.013317,           0.0080411,             0.78489,             0.46273,             0.47234,             0.17463,             0.06756,            0.011288,           0.0026166,           0.0079112,           0.0079112,           0.0079112
                  98,             0.07132,            0.013055,           0.0085699,             0.84312,              0.4697,             0.51636,             0.19556,            0.067189,            0.011215,           0.0031716,           0.0078713,           0.0078713,           0.0078713
                  99,            0.073644,            0.012601,           0.0088951,             0.85961,             0.47285,              0.5238,              0.2073,            0.064971,            0.011228,           0.0042702,           0.0078311,           0.0078311,           0.0078311
                 100,            0.071327,            0.013573,           0.0083763,             0.85019,             0.49162,             0.52934,             0.20981,            0.063234,            0.011035,           0.0029457,           0.0077907,           0.0077907,           0.0077907
                 101,            0.073094,            0.012862,           0.0079333,             0.86858,             0.49349,             0.54037,             0.22275,            0.063931,            0.011102,           0.0027099,             0.00775,             0.00775,             0.00775
                 102,            0.072842,            0.012615,           0.0073209,             0.83938,             0.50842,             0.54704,             0.22171,            0.062086,            0.011029,            0.002567,           0.0077091,           0.0077091,           0.0077091
                 103,            0.076425,            0.012634,           0.0081546,              0.8782,             0.48369,             0.52777,             0.22099,            0.064259,            0.011103,           0.0025087,           0.0076679,           0.0076679,           0.0076679
                 104,            0.072607,            0.013349,           0.0082147,             0.88161,             0.46498,              0.5178,             0.22297,            0.064161,            0.011368,           0.0031186,           0.0076265,           0.0076265,           0.0076265
                 105,             0.07393,            0.013352,           0.0086737,             0.83378,             0.47959,             0.52128,             0.20801,            0.063476,            0.011304,            0.003081,           0.0075848,           0.0075848,           0.0075848
                 106,            0.070806,            0.013426,           0.0079384,             0.87849,             0.47443,             0.52513,             0.21912,            0.063388,            0.011448,           0.0032788,            0.007543,            0.007543,            0.007543
                 107,            0.074636,            0.013197,           0.0073959,             0.85936,             0.48373,             0.52932,              0.2137,            0.062447,            0.011359,           0.0030613,           0.0075009,           0.0075009,           0.0075009
                 108,            0.073867,             0.01328,           0.0077946,             0.88333,             0.48013,             0.52719,             0.21019,            0.064105,            0.011396,           0.0028619,           0.0074585,           0.0074585,           0.0074585
                 109,            0.072057,            0.012769,           0.0077317,             0.80484,             0.48151,             0.50038,             0.21406,            0.065502,            0.011402,           0.0029752,            0.007416,            0.007416,            0.007416
                 110,            0.070928,            0.012755,           0.0069276,              0.8418,             0.48823,             0.53612,             0.21353,            0.063029,            0.011131,           0.0024255,           0.0073733,           0.0073733,           0.0073733
                 111,            0.070673,            0.013441,           0.0075642,             0.83978,             0.50051,                0.54,             0.23467,            0.062582,            0.010987,           0.0026998,           0.0073303,           0.0073303,           0.0073303
                 112,            0.072935,            0.012668,           0.0082825,             0.88226,             0.49365,             0.55024,             0.24319,            0.064224,            0.011089,            0.002647,           0.0072872,           0.0072872,           0.0072872
                 113,            0.073609,            0.012862,           0.0069059,             0.87218,             0.49307,             0.54465,             0.23791,             0.06302,            0.010936,            0.002447,           0.0072438,           0.0072438,           0.0072438
                 114,            0.070663,             0.01377,           0.0076896,             0.85332,             0.50425,             0.54576,              0.2339,            0.061049,            0.010897,           0.0022501,           0.0072003,           0.0072003,           0.0072003
                 115,            0.073716,            0.013183,           0.0070464,             0.89133,             0.49831,             0.55581,              0.2384,            0.059711,            0.010787,           0.0026252,           0.0071566,           0.0071566,           0.0071566
